"","IP","Item","X_","experimentName","order","response1","response2","response3","sound1","sound2","time","trialnumber","userCode","userFileName","view"
"985","88.167.249.240","44",1524425164756,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,24,"ABY16",16,"stimulus.ejs"
"986","88.167.249.240","11",1524425186774,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,25,"ABY16",16,"stimulus.ejs"
"987","88.167.249.240","36",1524425205910,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,26,"ABY16",16,"stimulus.ejs"
"988","88.167.249.240","23",1524425231672,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,27,"ABY16",16,"stimulus.ejs"
"989","88.167.249.240","48",1524425253928,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,28,"ABY16",16,"stimulus.ejs"
"990","88.167.249.240","13",1524425283130,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,29,"ABY16",16,"stimulus.ejs"
"991","88.167.249.240","40",1524425303162,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,30,"ABY16",16,"stimulus.ejs"
"992","88.167.249.240","28",1524425331316,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,31,"ABY16",16,"stimulus.ejs"
"993","88.167.249.240","47",1524425351381,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,32,"ABY16",16,"stimulus.ejs"
"994","88.167.249.240","8",1524425380391,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,33,"ABY16",16,"stimulus.ejs"
"995","88.167.249.240","42",1524425407831,"pilot","undefined","VRAI","Enregistrement 1",3,1,1,NA,34,"ABY16",16,"stimulus.ejs"
"996","88.167.249.240","27",1524425437768,"pilot","undefined","FAUX","Enregistrement 1",3,2,1,NA,35,"ABY16",16,"stimulus.ejs"
"997","88.167.249.240","45",1524425455225,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,36,"ABY16",16,"stimulus.ejs"
"998","165.230.224.112","undefined",1524665658634,"pilot","undefined","","",NA,NA,NA,NA,3,"YUF17",17,"undefined"
"999","165.230.224.112","57",1524665672987,"pilot","1","VRAI","Enregistrement 2",5,2,1,NA,4,"YUF17",17,"confidence.ejs"
"1000","165.230.224.112","58",1524665682279,"pilot","1","VRAI","Enregistrement 2",5,1,1,NA,5,"YUF17",17,"confidence.ejs"
"1001","165.230.224.112","59",1524665692052,"pilot","1","VRAI","Enregistrement 2",4,1,1,NA,6,"YUF17",17,"confidence.ejs"
"1002","165.230.224.112","60",1524665718643,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,7,"YUF17",17,"confidence.ejs"
"1003","165.230.224.112","12",1524665744737,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,9,"YUF17",17,"stimulus.ejs"
"1004","165.230.224.112","36",1524665753982,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,10,"YUF17",17,"stimulus.ejs"
"1005","165.230.224.112","28",1524665849167,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,11,"YUF17",17,"stimulus.ejs"
"1006","165.230.224.112","43",1524665860173,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,12,"YUF17",17,"stimulus.ejs"
"1007","165.230.224.112","10",1524665920931,"pilot","undefined","VRAI","Enregistrement 1",5,1,1,NA,13,"YUF17",17,"stimulus.ejs"
"1008","93.24.42.234","undefined",1524934812873,"pilot","undefined","","",NA,NA,NA,NA,3,"QNS18",18,"undefined"
"1009","93.24.42.234","57",1524934848297,"pilot","1","VRAI","Enregistrement 2",1,1,1,NA,4,"QNS18",18,"confidence.ejs"
"1010","93.24.42.234","58",1524934866075,"pilot","1","FAUX","Enregistrement 1",4,1,1,NA,5,"QNS18",18,"confidence.ejs"
"1011","93.24.42.234","59",1524934881857,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"QNS18",18,"confidence.ejs"
"1012","93.24.42.234","60",1524934905323,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"QNS18",18,"confidence.ejs"
"1013","93.24.42.234","10",1524934936349,"pilot","undefined","VRAI","Enregistrement 2",1,2,2,NA,9,"QNS18",18,"stimulus.ejs"
"1014","93.24.42.234","41",1524934953846,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,10,"QNS18",18,"stimulus.ejs"
"1015","93.24.42.234","23",1524934976126,"pilot","undefined","FAUX","Enregistrement 1",1,1,1,NA,11,"QNS18",18,"stimulus.ejs"
"1016","93.24.42.234","43",1524934996699,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,12,"QNS18",18,"stimulus.ejs"
"1017","93.24.42.234","9",1524935010488,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,13,"QNS18",18,"stimulus.ejs"
"1018","93.24.42.234","42",1524935027095,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,14,"QNS18",18,"stimulus.ejs"
"1019","93.24.42.234","22",1524935055843,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,15,"QNS18",18,"stimulus.ejs"
"1020","93.24.42.234","47",1524935069059,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,16,"QNS18",18,"stimulus.ejs"
"1021","93.24.42.234","14",1524935085258,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,17,"QNS18",18,"stimulus.ejs"
"1022","93.24.42.234","36",1524935107395,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,18,"QNS18",18,"stimulus.ejs"
"1023","93.24.42.234","27",1524935132529,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,19,"QNS18",18,"stimulus.ejs"
"1024","93.24.42.234","45",1524935158918,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,20,"QNS18",18,"stimulus.ejs"
"1025","93.24.42.234","12",1524935175657,"pilot","undefined","FAUX","Enregistrement 2",3,1,1,NA,21,"QNS18",18,"stimulus.ejs"
"1026","93.24.42.234","40",1524935193724,"pilot","undefined","FAUX","Enregistrement 1",1,1,1,NA,22,"QNS18",18,"stimulus.ejs"
"1027","93.24.42.234","28",1524935211388,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,23,"QNS18",18,"stimulus.ejs"
"1028","93.24.42.234","46",1524935234807,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,24,"QNS18",18,"stimulus.ejs"
"1029","93.24.42.234","8",1524935247040,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,25,"QNS18",18,"stimulus.ejs"
"1030","93.24.42.234","37",1524935270575,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,26,"QNS18",18,"stimulus.ejs"
"1031","93.24.42.234","25",1524935296230,"pilot","undefined","VRAI","Enregistrement 1",3,2,2,NA,27,"QNS18",18,"stimulus.ejs"
"1032","93.24.42.234","44",1524935314624,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,28,"QNS18",18,"stimulus.ejs"
"1033","93.24.42.234","13",1524935339290,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,29,"QNS18",18,"stimulus.ejs"
"1034","93.24.42.234","39",1524935364948,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,30,"QNS18",18,"stimulus.ejs"
"1035","93.24.42.234","24",1524935380965,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,31,"QNS18",18,"stimulus.ejs"
"1036","93.24.42.234","49",1524935397049,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,32,"QNS18",18,"stimulus.ejs"
"1037","93.24.42.234","11",1524935421072,"pilot","undefined","VRAI","Enregistrement 2",1,3,2,NA,33,"QNS18",18,"stimulus.ejs"
"1038","93.24.42.234","38",1524935435784,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,34,"QNS18",18,"stimulus.ejs"
"1039","93.24.42.234","26",1524935473413,"pilot","undefined","FAUX","Enregistrement 2",1,1,1,NA,35,"QNS18",18,"stimulus.ejs"
"1040","93.24.42.234","48",1524935487543,"pilot","undefined","FAUX","Enregistrement 1",1,1,1,NA,36,"QNS18",18,"stimulus.ejs"
"1041","107.178.45.13","undefined",1529942308665,"pilot","undefined","","",NA,NA,NA,NA,3,"DXB19",19,"undefined"
"1042","45.33.143.91","undefined",1530040337284,"pilot","undefined","","",NA,NA,NA,NA,3,"FNI20",20,"undefined"
"1043","45.33.143.91","57",1530040354102,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,4,"FNI20",20,"confidence.ejs"
"1044","45.33.143.91","58",1530040377018,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,5,"FNI20",20,"confidence.ejs"
"1045","45.33.143.91","59",1530040392822,"pilot","1","VRAI","Enregistrement 1",5,1,1,NA,6,"FNI20",20,"confidence.ejs"
"1046","45.33.143.91","60",1530040415321,"pilot","1","FAUX","Enregistrement 1",5,1,1,NA,7,"FNI20",20,"confidence.ejs"
"1047","45.33.143.91","9",1530040470026,"pilot","undefined","VRAI","Enregistrement 1",3,2,2,NA,9,"FNI20",20,"stimulus.ejs"
"1048","45.33.143.91","36",1530040514380,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,10,"FNI20",20,"stimulus.ejs"
"1049","45.33.143.91","28",1530040558243,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,11,"FNI20",20,"stimulus.ejs"
"1050","45.33.143.91","48",1530040593225,"pilot","undefined","VRAI","Enregistrement 1",1,2,2,NA,12,"FNI20",20,"stimulus.ejs"
"1051","45.33.143.91","10",1530040668260,"pilot","undefined","VRAI","Enregistrement 2",5,1,1,NA,13,"FNI20",20,"stimulus.ejs"
"1052","45.33.143.91","39",1530040759922,"pilot","undefined","FAUX","Enregistrement 1",3,2,2,NA,14,"FNI20",20,"stimulus.ejs"
"1053","45.33.143.91","25",1530040783782,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,15,"FNI20",20,"stimulus.ejs"
"1054","45.33.143.91","47",1530040802625,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,16,"FNI20",20,"stimulus.ejs"
"1055","45.33.143.91","11",1530040827030,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,17,"FNI20",20,"stimulus.ejs"
"1056","45.33.143.91","41",1530040867892,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,18,"FNI20",20,"stimulus.ejs"
"1057","45.33.143.91","27",1530040888317,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,19,"FNI20",20,"stimulus.ejs"
"1058","45.33.143.91","44",1530040924527,"pilot","undefined","VRAI","Enregistrement 1",3,2,2,NA,20,"FNI20",20,"stimulus.ejs"
"1059","45.33.143.91","14",1530040943247,"pilot","undefined","FAUX","Enregistrement 1",5,1,2,NA,21,"FNI20",20,"stimulus.ejs"
"1060","45.33.143.91","40",1530040964293,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,22,"FNI20",20,"stimulus.ejs"
"1061","45.33.143.91","24",1530040981452,"pilot","undefined","VRAI","Enregistrement 1",4,1,1,NA,23,"FNI20",20,"stimulus.ejs"
"1062","45.33.143.91","43",1530040999301,"pilot","undefined","VRAI","Enregistrement 2",2,1,1,NA,24,"FNI20",20,"stimulus.ejs"
"1063","45.33.143.91","12",1530041020948,"pilot","undefined","FAUX","Enregistrement 1",4,2,1,NA,25,"FNI20",20,"stimulus.ejs"
"1064","45.33.143.91","42",1530041094506,"pilot","undefined","VRAI","Enregistrement 1",3,2,1,NA,26,"FNI20",20,"stimulus.ejs"
"1065","45.33.143.91","23",1530041109883,"pilot","undefined","FAUX","Enregistrement 2",4,1,1,NA,27,"FNI20",20,"stimulus.ejs"
"1066","45.33.143.91","45",1530041126126,"pilot","undefined","FAUX","Enregistrement 1",1,1,1,NA,28,"FNI20",20,"stimulus.ejs"
"1067","45.33.143.91","8",1530041142644,"pilot","undefined","FAUX","Enregistrement 1",3,1,1,NA,29,"FNI20",20,"stimulus.ejs"
"1068","45.33.143.91","37",1530041164430,"pilot","undefined","FAUX","Enregistrement 1",4,1,1,NA,30,"FNI20",20,"stimulus.ejs"
"1069","45.33.143.91","22",1530041178383,"pilot","undefined","VRAI","Enregistrement 2",4,1,1,NA,31,"FNI20",20,"stimulus.ejs"
"1070","45.33.143.91","46",1530041196010,"pilot","undefined","VRAI","Enregistrement 2",1,1,1,NA,32,"FNI20",20,"stimulus.ejs"
"1071","45.33.143.91","13",1530041218401,"pilot","undefined","VRAI","Enregistrement 2",3,1,1,NA,33,"FNI20",20,"stimulus.ejs"
"1072","45.33.143.91","38",1530041232855,"pilot","undefined","VRAI","Enregistrement 1",1,1,1,NA,34,"FNI20",20,"stimulus.ejs"
"1073","45.33.143.91","26",1530041280931,"pilot","undefined","VRAI","Enregistrement 1",2,1,1,NA,35,"FNI20",20,"stimulus.ejs"
"1074","45.33.143.91","49",1530041300536,"pilot","undefined","FAUX","Enregistrement 2",2,1,1,NA,36,"FNI20",20,"stimulus.ejs"
